id_date,date_complete,jour,mois,trimestre,annee,semaine,libelle_jour,libelle_mois,est_weekend,est_ferie_maroc,periode_ramadan
20200611,2020-06-11,11,6,2,2020,24,Thursday,June,False,False,False
20200612,2020-06-12,12,6,2,2020,24,Friday,June,False,False,False
20200613,2020-06-13,13,6,2,2020,24,Saturday,June,True,False,False
20200614,2020-06-14,14,6,2,2020,24,Sunday,June,True,False,False
20200615,2020-06-15,15,6,2,2020,25,Monday,June,False,False,False
20200616,2020-06-16,16,6,2,2020,25,Tuesday,June,False,False,False
20200617,2020-06-17,17,6,2,2020,25,Wednesday,June,False,False,False
20200618,2020-06-18,18,6,2,2020,25,Thursday,June,False,False,False
20200619,2020-06-19,19,6,2,2020,25,Friday,June,False,False,False
20200620,2020-06-20,20,6,2,2020,25,Saturday,June,True,False,False
20200621,2020-06-21,21,6,2,2020,25,Sunday,June,True,False,False
20200622,2020-06-22,22,6,2,2020,26,Monday,June,False,False,False
20200623,2020-06-23,23,6,2,2020,26,Tuesday,June,False,False,False
20200624,2020-06-24,24,6,2,2020,26,Wednesday,June,False,False,False
20200625,2020-06-25,25,6,2,2020,26,Thursday,June,False,False,False
20200626,2020-06-26,26,6,2,2020,26,Friday,June,False,False,False
20200627,2020-06-27,27,6,2,2020,26,Saturday,June,True,False,False
20200628,2020-06-28,28,6,2,2020,26,Sunday,June,True,False,False
20200629,2020-06-29,29,6,2,2020,27,Monday,June,False,False,False
20200630,2020-06-30,30,6,2,2020,27,Tuesday,June,False,False,False
20200701,2020-07-01,1,7,3,2020,27,Wednesday,July,False,False,False
20200702,2020-07-02,2,7,3,2020,27,Thursday,July,False,False,False
20200703,2020-07-03,3,7,3,2020,27,Friday,July,False,False,False
20200704,2020-07-04,4,7,3,2020,27,Saturday,July,True,False,False
20200705,2020-07-05,5,7,3,2020,27,Sunday,July,True,False,False
20200706,2020-07-06,6,7,3,2020,28,Monday,July,False,False,False
20200707,2020-07-07,7,7,3,2020,28,Tuesday,July,False,False,False
20200708,2020-07-08,8,7,3,2020,28,Wednesday,July,False,False,False
20200709,2020-07-09,9,7,3,2020,28,Thursday,July,False,False,False
20200710,2020-07-10,10,7,3,2020,28,Friday,July,False,False,False
20200711,2020-07-11,11,7,3,2020,28,Saturday,July,True,False,False
20200712,2020-07-12,12,7,3,2020,28,Sunday,July,True,False,False
20200713,2020-07-13,13,7,3,2020,29,Monday,July,False,False,False
20200714,2020-07-14,14,7,3,2020,29,Tuesday,July,False,False,False
20200715,2020-07-15,15,7,3,2020,29,Wednesday,July,False,False,False
20200716,2020-07-16,16,7,3,2020,29,Thursday,July,False,False,False
20200717,2020-07-17,17,7,3,2020,29,Friday,July,False,False,False
20200718,2020-07-18,18,7,3,2020,29,Saturday,July,True,False,False
20200719,2020-07-19,19,7,3,2020,29,Sunday,July,True,False,False
20200720,2020-07-20,20,7,3,2020,30,Monday,July,False,False,False
20200721,2020-07-21,21,7,3,2020,30,Tuesday,July,False,False,False
20200722,2020-07-22,22,7,3,2020,30,Wednesday,July,False,False,False
20200723,2020-07-23,23,7,3,2020,30,Thursday,July,False,False,False
20200724,2020-07-24,24,7,3,2020,30,Friday,July,False,False,False
20200725,2020-07-25,25,7,3,2020,30,Saturday,July,True,False,False
20200726,2020-07-26,26,7,3,2020,30,Sunday,July,True,False,False
20200727,2020-07-27,27,7,3,2020,31,Monday,July,False,False,False
20200728,2020-07-28,28,7,3,2020,31,Tuesday,July,False,False,False
20200729,2020-07-29,29,7,3,2020,31,Wednesday,July,False,False,False
20200730,2020-07-30,30,7,3,2020,31,Thursday,July,False,True,False
20200731,2020-07-31,31,7,3,2020,31,Friday,July,False,False,False
20200801,2020-08-01,1,8,3,2020,31,Saturday,August,True,False,False
20200802,2020-08-02,2,8,3,2020,31,Sunday,August,True,False,False
20200803,2020-08-03,3,8,3,2020,32,Monday,August,False,False,False
20200804,2020-08-04,4,8,3,2020,32,Tuesday,August,False,False,False
20200805,2020-08-05,5,8,3,2020,32,Wednesday,August,False,False,False
20200806,2020-08-06,6,8,3,2020,32,Thursday,August,False,False,False
20200807,2020-08-07,7,8,3,2020,32,Friday,August,False,False,False
20200808,2020-08-08,8,8,3,2020,32,Saturday,August,True,False,False
20200809,2020-08-09,9,8,3,2020,32,Sunday,August,True,False,False
20200810,2020-08-10,10,8,3,2020,33,Monday,August,False,False,False
20200811,2020-08-11,11,8,3,2020,33,Tuesday,August,False,False,False
20200812,2020-08-12,12,8,3,2020,33,Wednesday,August,False,False,False
20200813,2020-08-13,13,8,3,2020,33,Thursday,August,False,False,False
20200814,2020-08-14,14,8,3,2020,33,Friday,August,False,True,False
20200815,2020-08-15,15,8,3,2020,33,Saturday,August,True,False,False
20200816,2020-08-16,16,8,3,2020,33,Sunday,August,True,False,False
20200817,2020-08-17,17,8,3,2020,34,Monday,August,False,False,False
20200818,2020-08-18,18,8,3,2020,34,Tuesday,August,False,False,False
20200819,2020-08-19,19,8,3,2020,34,Wednesday,August,False,False,False
20200820,2020-08-20,20,8,3,2020,34,Thursday,August,False,False,False
20200821,2020-08-21,21,8,3,2020,34,Friday,August,False,False,False
20200822,2020-08-22,22,8,3,2020,34,Saturday,August,True,False,False
20200823,2020-08-23,23,8,3,2020,34,Sunday,August,True,False,False
20200824,2020-08-24,24,8,3,2020,35,Monday,August,False,False,False
20200825,2020-08-25,25,8,3,2020,35,Tuesday,August,False,False,False
20200826,2020-08-26,26,8,3,2020,35,Wednesday,August,False,False,False
20200827,2020-08-27,27,8,3,2020,35,Thursday,August,False,False,False
20200828,2020-08-28,28,8,3,2020,35,Friday,August,False,False,False
20200829,2020-08-29,29,8,3,2020,35,Saturday,August,True,False,False
20200830,2020-08-30,30,8,3,2020,35,Sunday,August,True,False,False
20200831,2020-08-31,31,8,3,2020,36,Monday,August,False,False,False
20200901,2020-09-01,1,9,3,2020,36,Tuesday,September,False,False,False
20200902,2020-09-02,2,9,3,2020,36,Wednesday,September,False,False,False
20200903,2020-09-03,3,9,3,2020,36,Thursday,September,False,False,False
20200904,2020-09-04,4,9,3,2020,36,Friday,September,False,False,False
20200905,2020-09-05,5,9,3,2020,36,Saturday,September,True,False,False
20200906,2020-09-06,6,9,3,2020,36,Sunday,September,True,False,False
20200907,2020-09-07,7,9,3,2020,37,Monday,September,False,False,False
20200908,2020-09-08,8,9,3,2020,37,Tuesday,September,False,False,False
20200909,2020-09-09,9,9,3,2020,37,Wednesday,September,False,False,False
20200910,2020-09-10,10,9,3,2020,37,Thursday,September,False,False,False
20200911,2020-09-11,11,9,3,2020,37,Friday,September,False,False,False
20200912,2020-09-12,12,9,3,2020,37,Saturday,September,True,False,False
20200913,2020-09-13,13,9,3,2020,37,Sunday,September,True,False,False
20200914,2020-09-14,14,9,3,2020,38,Monday,September,False,False,False
20200915,2020-09-15,15,9,3,2020,38,Tuesday,September,False,False,False
20200916,2020-09-16,16,9,3,2020,38,Wednesday,September,False,False,False
20200917,2020-09-17,17,9,3,2020,38,Thursday,September,False,False,False
20200918,2020-09-18,18,9,3,2020,38,Friday,September,False,False,False
20200919,2020-09-19,19,9,3,2020,38,Saturday,September,True,False,False
20200920,2020-09-20,20,9,3,2020,38,Sunday,September,True,False,False
20200921,2020-09-21,21,9,3,2020,39,Monday,September,False,False,False
20200922,2020-09-22,22,9,3,2020,39,Tuesday,September,False,False,False
20200923,2020-09-23,23,9,3,2020,39,Wednesday,September,False,False,False
20200924,2020-09-24,24,9,3,2020,39,Thursday,September,False,False,False
20200925,2020-09-25,25,9,3,2020,39,Friday,September,False,False,False
20200926,2020-09-26,26,9,3,2020,39,Saturday,September,True,False,False
20200927,2020-09-27,27,9,3,2020,39,Sunday,September,True,False,False
20200928,2020-09-28,28,9,3,2020,40,Monday,September,False,False,False
20200929,2020-09-29,29,9,3,2020,40,Tuesday,September,False,False,False
20200930,2020-09-30,30,9,3,2020,40,Wednesday,September,False,False,False
20201001,2020-10-01,1,10,4,2020,40,Thursday,October,False,False,False
20201002,2020-10-02,2,10,4,2020,40,Friday,October,False,False,False
20201003,2020-10-03,3,10,4,2020,40,Saturday,October,True,False,False
20201004,2020-10-04,4,10,4,2020,40,Sunday,October,True,False,False
20201005,2020-10-05,5,10,4,2020,41,Monday,October,False,False,False
20201006,2020-10-06,6,10,4,2020,41,Tuesday,October,False,False,False
20201007,2020-10-07,7,10,4,2020,41,Wednesday,October,False,False,False
20201008,2020-10-08,8,10,4,2020,41,Thursday,October,False,False,False
20201009,2020-10-09,9,10,4,2020,41,Friday,October,False,False,False
20201010,2020-10-10,10,10,4,2020,41,Saturday,October,True,False,False
20201011,2020-10-11,11,10,4,2020,41,Sunday,October,True,False,False
20201012,2020-10-12,12,10,4,2020,42,Monday,October,False,False,False
20201013,2020-10-13,13,10,4,2020,42,Tuesday,October,False,False,False
20201014,2020-10-14,14,10,4,2020,42,Wednesday,October,False,False,False
20201015,2020-10-15,15,10,4,2020,42,Thursday,October,False,False,False
20201016,2020-10-16,16,10,4,2020,42,Friday,October,False,False,False
20201017,2020-10-17,17,10,4,2020,42,Saturday,October,True,False,False
20201018,2020-10-18,18,10,4,2020,42,Sunday,October,True,False,False
20201019,2020-10-19,19,10,4,2020,43,Monday,October,False,False,False
20201020,2020-10-20,20,10,4,2020,43,Tuesday,October,False,False,False
20201021,2020-10-21,21,10,4,2020,43,Wednesday,October,False,False,False
20201022,2020-10-22,22,10,4,2020,43,Thursday,October,False,False,False
20201023,2020-10-23,23,10,4,2020,43,Friday,October,False,False,False
20201024,2020-10-24,24,10,4,2020,43,Saturday,October,True,False,False
20201025,2020-10-25,25,10,4,2020,43,Sunday,October,True,False,False
20201026,2020-10-26,26,10,4,2020,44,Monday,October,False,False,False
20201027,2020-10-27,27,10,4,2020,44,Tuesday,October,False,False,False
20201028,2020-10-28,28,10,4,2020,44,Wednesday,October,False,False,False
20201029,2020-10-29,29,10,4,2020,44,Thursday,October,False,False,False
20201030,2020-10-30,30,10,4,2020,44,Friday,October,False,False,False
20201031,2020-10-31,31,10,4,2020,44,Saturday,October,True,False,False
20201101,2020-11-01,1,11,4,2020,44,Sunday,November,True,False,False
20201102,2020-11-02,2,11,4,2020,45,Monday,November,False,False,False
20201103,2020-11-03,3,11,4,2020,45,Tuesday,November,False,False,False
20201104,2020-11-04,4,11,4,2020,45,Wednesday,November,False,False,False
20201105,2020-11-05,5,11,4,2020,45,Thursday,November,False,False,False
20201106,2020-11-06,6,11,4,2020,45,Friday,November,False,True,False
20201107,2020-11-07,7,11,4,2020,45,Saturday,November,True,False,False
20201108,2020-11-08,8,11,4,2020,45,Sunday,November,True,False,False
20201109,2020-11-09,9,11,4,2020,46,Monday,November,False,False,False
20201110,2020-11-10,10,11,4,2020,46,Tuesday,November,False,False,False
20201111,2020-11-11,11,11,4,2020,46,Wednesday,November,False,False,False
20201112,2020-11-12,12,11,4,2020,46,Thursday,November,False,False,False
20201113,2020-11-13,13,11,4,2020,46,Friday,November,False,False,False
20201114,2020-11-14,14,11,4,2020,46,Saturday,November,True,False,False
20201115,2020-11-15,15,11,4,2020,46,Sunday,November,True,False,False
20201116,2020-11-16,16,11,4,2020,47,Monday,November,False,False,False
20201117,2020-11-17,17,11,4,2020,47,Tuesday,November,False,False,False
20201118,2020-11-18,18,11,4,2020,47,Wednesday,November,False,True,False
20201119,2020-11-19,19,11,4,2020,47,Thursday,November,False,False,False
20201120,2020-11-20,20,11,4,2020,47,Friday,November,False,False,False
20201121,2020-11-21,21,11,4,2020,47,Saturday,November,True,False,False
20201122,2020-11-22,22,11,4,2020,47,Sunday,November,True,False,False
20201123,2020-11-23,23,11,4,2020,48,Monday,November,False,False,False
20201124,2020-11-24,24,11,4,2020,48,Tuesday,November,False,False,False
20201125,2020-11-25,25,11,4,2020,48,Wednesday,November,False,False,False
20201126,2020-11-26,26,11,4,2020,48,Thursday,November,False,False,False
20201127,2020-11-27,27,11,4,2020,48,Friday,November,False,False,False
20201128,2020-11-28,28,11,4,2020,48,Saturday,November,True,False,False
20201129,2020-11-29,29,11,4,2020,48,Sunday,November,True,False,False
20201130,2020-11-30,30,11,4,2020,49,Monday,November,False,False,False
20201201,2020-12-01,1,12,4,2020,49,Tuesday,December,False,False,False
20201202,2020-12-02,2,12,4,2020,49,Wednesday,December,False,False,False
20201203,2020-12-03,3,12,4,2020,49,Thursday,December,False,False,False
20201204,2020-12-04,4,12,4,2020,49,Friday,December,False,False,False
20201205,2020-12-05,5,12,4,2020,49,Saturday,December,True,False,False
20201206,2020-12-06,6,12,4,2020,49,Sunday,December,True,False,False
20201207,2020-12-07,7,12,4,2020,50,Monday,December,False,False,False
20201208,2020-12-08,8,12,4,2020,50,Tuesday,December,False,False,False
20201209,2020-12-09,9,12,4,2020,50,Wednesday,December,False,False,False
20201210,2020-12-10,10,12,4,2020,50,Thursday,December,False,False,False
20201211,2020-12-11,11,12,4,2020,50,Friday,December,False,False,False
20201212,2020-12-12,12,12,4,2020,50,Saturday,December,True,False,False
20201213,2020-12-13,13,12,4,2020,50,Sunday,December,True,False,False
20201214,2020-12-14,14,12,4,2020,51,Monday,December,False,False,False
20201215,2020-12-15,15,12,4,2020,51,Tuesday,December,False,False,False
20201216,2020-12-16,16,12,4,2020,51,Wednesday,December,False,False,False
20201217,2020-12-17,17,12,4,2020,51,Thursday,December,False,False,False
20201218,2020-12-18,18,12,4,2020,51,Friday,December,False,False,False
20201219,2020-12-19,19,12,4,2020,51,Saturday,December,True,False,False
20201220,2020-12-20,20,12,4,2020,51,Sunday,December,True,False,False
20201221,2020-12-21,21,12,4,2020,52,Monday,December,False,False,False
20201222,2020-12-22,22,12,4,2020,52,Tuesday,December,False,False,False
20201223,2020-12-23,23,12,4,2020,52,Wednesday,December,False,False,False
20201224,2020-12-24,24,12,4,2020,52,Thursday,December,False,False,False
20201225,2020-12-25,25,12,4,2020,52,Friday,December,False,False,False
20201226,2020-12-26,26,12,4,2020,52,Saturday,December,True,False,False
20201227,2020-12-27,27,12,4,2020,52,Sunday,December,True,False,False
20201228,2020-12-28,28,12,4,2020,53,Monday,December,False,False,False
20201229,2020-12-29,29,12,4,2020,53,Tuesday,December,False,False,False
20201230,2020-12-30,30,12,4,2020,53,Wednesday,December,False,False,False
20201231,2020-12-31,31,12,4,2020,53,Thursday,December,False,False,False
20210101,2021-01-01,1,1,1,2021,53,Friday,January,False,True,False
20210102,2021-01-02,2,1,1,2021,53,Saturday,January,True,False,False
20210103,2021-01-03,3,1,1,2021,53,Sunday,January,True,False,False
20210104,2021-01-04,4,1,1,2021,1,Monday,January,False,False,False
20210105,2021-01-05,5,1,1,2021,1,Tuesday,January,False,False,False
20210106,2021-01-06,6,1,1,2021,1,Wednesday,January,False,False,False
20210107,2021-01-07,7,1,1,2021,1,Thursday,January,False,False,False
20210108,2021-01-08,8,1,1,2021,1,Friday,January,False,False,False
20210109,2021-01-09,9,1,1,2021,1,Saturday,January,True,False,False
20210110,2021-01-10,10,1,1,2021,1,Sunday,January,True,False,False
20210111,2021-01-11,11,1,1,2021,2,Monday,January,False,True,False
20210112,2021-01-12,12,1,1,2021,2,Tuesday,January,False,False,False
20210113,2021-01-13,13,1,1,2021,2,Wednesday,January,False,False,False
20210114,2021-01-14,14,1,1,2021,2,Thursday,January,False,False,False
20210115,2021-01-15,15,1,1,2021,2,Friday,January,False,False,False
20210116,2021-01-16,16,1,1,2021,2,Saturday,January,True,False,False
20210117,2021-01-17,17,1,1,2021,2,Sunday,January,True,False,False
20210118,2021-01-18,18,1,1,2021,3,Monday,January,False,False,False
20210119,2021-01-19,19,1,1,2021,3,Tuesday,January,False,False,False
20210120,2021-01-20,20,1,1,2021,3,Wednesday,January,False,False,False
20210121,2021-01-21,21,1,1,2021,3,Thursday,January,False,False,False
20210122,2021-01-22,22,1,1,2021,3,Friday,January,False,False,False
20210123,2021-01-23,23,1,1,2021,3,Saturday,January,True,False,False
20210124,2021-01-24,24,1,1,2021,3,Sunday,January,True,False,False
20210125,2021-01-25,25,1,1,2021,4,Monday,January,False,False,False
20210126,2021-01-26,26,1,1,2021,4,Tuesday,January,False,False,False
20210127,2021-01-27,27,1,1,2021,4,Wednesday,January,False,False,False
20210128,2021-01-28,28,1,1,2021,4,Thursday,January,False,False,False
20210129,2021-01-29,29,1,1,2021,4,Friday,January,False,False,False
20210130,2021-01-30,30,1,1,2021,4,Saturday,January,True,False,False
